identifier,DateTime,AmbientTemperature,ExhaustVacuum,AmbientPressure,RelativeHumidity,ElectricalOutput
3840,7/11/2016 10:00,2.58,39.42,1028.68,69.03,488.69
3841,7/11/2016 11:00,12.61,41.58,1020.17,85.18,463.36
3842,7/11/2016 12:00,20.48,60.29,1017.16,72.1,455.51
3843,7/11/2016 13:00,7.3,43.65,1019.33,67.62,482.96
3844,7/11/2016 14:00,22.7,66.44,1011.19,68.36,444.02
3845,7/11/2016 15:00,29.78,65.74,1012.13,44.96,441.51
3846,7/11/2016 16:00,15.3,43.34,1013.23,82.73,463.7
3847,7/11/2016 17:00,10.39,44.85,1014.22,78.42,478.05
3848,7/11/2016 18:00,13.1,49.83,1007.29,92.79,466.08
3849,7/11/2016 19:00,24.92,48.92,1010.11,36.53,445.56
3850,7/11/2016 20:00,10.89,44.2,1018.3,86.32,479.16
3851,7/11/2016 21:00,6.81,38.56,1016.5,70.99,487.45
3852,7/11/2016 22:00,23.63,71.29,1008.01,70.07,442.65
3853,7/11/2016 23:00,32.39,79.74,1006.92,58.58,430.12
3854,7/12/2016 0:00,20.64,49.21,1014.86,58.47,454.2
3855,7/12/2016 1:00,26.89,70.32,1012.39,87.17,435.56
3856,7/12/2016 2:00,19.02,50.66,1013.04,85.25,455.42
3857,7/12/2016 3:00,20.78,58.86,1016.02,77.29,446.2
3858,7/12/2016 4:00,8.72,36.25,1029.31,85.73,479.94
3859,7/12/2016 5:00,22.45,41.54,1012.69,70.89,460.07
3860,7/12/2016 6:00,24.2,50.78,1008.74,59.32,443.09
3861,7/12/2016 7:00,10.8,40.22,1011.25,84.57,478.21
3862,7/12/2016 8:00,31.48,69.75,1008.9,45.66,438.19
3863,7/12/2016 9:00,19.09,66.51,1015.11,76.38,458.41
3864,7/12/2016 10:00,24.38,63.91,1009.53,79.11,446.02
3865,7/12/2016 11:00,19.46,46.33,1013.77,89.62,452.11
3866,7/12/2016 12:00,26.63,73.68,1015.15,85.13,428.8
3867,7/12/2016 13:00,10.26,39.13,1010.94,87.78,474.16
3868,7/12/2016 14:00,31.01,71.37,1003.4,55.06,430.82
3869,7/12/2016 15:00,3.95,38.44,1016.75,79.65,492.46
3870,7/12/2016 16:00,25.99,74.67,1016.59,83.39,434.7
3871,7/12/2016 17:00,18.25,43.14,1011.51,55.16,462.78
3872,7/12/2016 18:00,14.46,53.82,1016.55,68.11,462.6
3873,7/12/2016 19:00,29.09,70.98,1007.86,80.35,439.34
3874,7/12/2016 20:00,12.53,42.03,1017.57,81.57,469.18
3875,7/12/2016 21:00,20.35,67.71,1005.85,63.97,446.42
3876,7/12/2016 22:00,5.82,41.38,1021.06,86.91,492.12
3877,7/12/2016 23:00,10.52,41.01,1020.35,93.58,466.75
3878,7/13/2016 0:00,14.1,41.04,1026.11,74.25,465.89
3879,7/13/2016 1:00,21.98,55.97,1009.12,89.51,442.65
3880,7/13/2016 2:00,23.6,65.48,1017.44,61.26,444.38
3881,7/13/2016 3:00,26.53,63.87,1017.38,48.53,445.11
3882,7/13/2016 4:00,28.22,51.43,1006.06,63.72,438.43
3883,7/13/2016 5:00,26.13,73.21,1002.12,92.02,435.34
3884,7/13/2016 6:00,4.11,38.44,1015.9,81.79,488.05
3885,7/13/2016 7:00,30.75,73.5,1011.02,54.76,429.18
3886,7/13/2016 8:00,13.27,42.28,1008.3,86.2,468.86
3887,7/13/2016 9:00,11.91,43.22,1008.75,76.57,472.88
3888,7/13/2016 10:00,18.24,59.15,1012,84.4,449.48
3889,7/13/2016 11:00,30.01,62.34,1005.28,62.34,435.94
3890,7/13/2016 12:00,11.41,40.62,1015.56,57.62,466.83
3891,7/13/2016 13:00,14.39,40.35,1011.33,64.86,472.43
3892,7/13/2016 14:00,20.75,60.77,1017.91,86.06,448.58
3893,7/13/2016 15:00,11.36,38.25,1013.22,86.16,473.55
3894,7/13/2016 16:00,27.94,63.07,1010.75,38.57,441
3895,7/13/2016 17:00,11.28,40.55,1006.23,97.78,475.14
3896,7/13/2016 18:00,14.69,49.64,1023.43,78.17,434.12
3897,7/13/2016 19:00,24.23,59.04,1011.91,71.79,443.06
3898,7/13/2016 20:00,9.44,41.79,1020.16,72.26,474.03
3899,7/13/2016 21:00,21.83,57.85,1012.49,75.16,448.21
3900,7/13/2016 22:00,14.79,38.73,999.83,86.45,470.28
3901,7/13/2016 23:00,23.29,68.51,1013.19,77.81,441.17
3902,7/14/2016 0:00,21.75,65.12,1015.53,66,452.89
3903,7/14/2016 1:00,17.33,53.16,1013.16,82.93,460.67
3904,7/14/2016 2:00,17.53,50.66,1012.74,91.51,457.28
3905,7/14/2016 3:00,22.61,54.42,1014.74,75.87,453.86
3906,7/14/2016 4:00,13.34,40.83,1008.09,85.85,471.82
3907,7/14/2016 5:00,15.85,49.69,1015.33,89.24,469.4
3908,7/14/2016 6:00,12.43,43.22,1008.93,77.42,468.01
3909,7/14/2016 7:00,20.34,46.63,1013.16,79.08,453.62
3910,7/14/2016 8:00,14.52,44.84,1023.51,88.51,466.88
3911,7/14/2016 9:00,31.92,75.33,1001.81,61.97,436.38
3912,7/14/2016 10:00,22.89,73.11,1006.66,73.11,440.15
3913,7/14/2016 11:00,20.84,51.19,1008.63,84.11,448.98
3914,7/14/2016 12:00,18.81,52.08,1005.77,98.86,450.72
3915,7/14/2016 13:00,28.95,66.75,1018.22,60.48,432.39
3916,7/14/2016 14:00,16.82,47.45,1010.19,88.48,449.57
3917,7/14/2016 15:00,11.2,41.38,1021.65,61.89,476.87
3918,7/14/2016 16:00,9.13,39.16,1014.14,86.17,484.86
3919,7/14/2016 17:00,15.24,45.87,1009.46,85.95,456.33
3920,7/14/2016 18:00,5.68,40.35,1012.11,92.86,486.79
3921,7/14/2016 19:00,30.32,64.69,1006.35,51.36,436.72
3922,7/14/2016 20:00,17.89,44.6,1014.48,42.51,463.99
3923,7/14/2016 21:00,33.38,71.06,1008.1,64.83,430.98
3924,7/14/2016 22:00,26.19,65.61,1014.51,54.52,443.73
3925,7/14/2016 23:00,12.59,44.34,1017.01,85.57,474.11
3926,7/15/2016 0:00,17.62,43.69,1016.49,67.92,465.93
3927,7/15/2016 1:00,22.06,64.15,1021.07,68.66,451.44
3928,7/15/2016 2:00,18.28,45,1022.47,43.03,471.42
3929,7/15/2016 3:00,16.62,52.05,1011.96,67.81,457.89
3930,7/15/2016 4:00,22.83,65.18,1012.24,79.74,442.43
3931,7/15/2016 5:00,12.04,40.78,1025.21,85.97,463.51
3932,7/15/2016 6:00,19.51,50.16,1010.33,94.37,448.28
3933,7/15/2016 7:00,24.65,71.98,1006.46,91.11,431.77
3934,7/15/2016 8:00,16.14,44.63,1019.44,47.85,463.5
3935,7/15/2016 9:00,19.27,50.9,1011.72,83.14,455.09
3936,7/15/2016 10:00,6.5,38.68,1017.8,62.9,483.72
3937,7/15/2016 11:00,6.43,39.61,1017.51,83.8,480.58
3938,7/15/2016 12:00,23.46,57.85,1012.7,65.54,444.66
3939,7/15/2016 13:00,5.68,40.77,1022.49,90.6,487.58
3940,7/15/2016 14:00,20.12,56.53,1020.34,75.59,454.54
3941,7/15/2016 15:00,27.75,66.54,1010.21,46.37,437.58
3942,7/15/2016 16:00,14.32,45.08,1023.24,84.53,467.21
3943,7/15/2016 17:00,28.29,47.93,1002.6,53.23,437.13
3944,7/15/2016 18:00,15.08,42.77,1018.43,73.19,461.68
3945,7/15/2016 19:00,10.98,41.39,1017.54,85.31,476.31
3946,7/15/2016 20:00,31.85,73.91,1003.6,60.22,431.26
3947,7/15/2016 21:00,19.54,50.66,1014.7,84.53,456.61
3948,7/15/2016 22:00,23.17,62.39,1008.04,89.42,439.29
3949,7/15/2016 23:00,20.28,62.52,1017.89,75.67,452.45
3950,7/16/2016 0:00,10.08,41.16,1023.14,96.03,469.17
3951,7/16/2016 1:00,28.5,74.87,1009.67,53.78,444.88
3952,7/16/2016 2:00,15.16,40.73,1017.7,86.37,459.19
3953,7/16/2016 3:00,28.02,68.08,1013.44,44.46,434.95
3954,7/16/2016 4:00,25.38,65.34,1012.87,62.49,447.41
3955,7/16/2016 5:00,27.55,64.96,999.73,57.34,431.33
3956,7/16/2016 6:00,6.45,40.02,1032.08,79.7,481.36
3957,7/16/2016 7:00,14.43,43.5,1021.86,83.14,466.58
3958,7/16/2016 8:00,14.22,39.39,1014.16,80.22,470.98
3959,7/16/2016 9:00,12.1,40.27,1005.53,68.37,477.61
3960,7/16/2016 10:00,9.83,38.56,1017.35,62.8,480.47
3961,7/16/2016 11:00,32,73.17,1009.94,40.48,428.69
3962,7/16/2016 12:00,11.83,45.09,1013.11,88.52,470.32
3963,7/16/2016 13:00,29.92,67.22,1014.09,50.62,444.78
3964,7/16/2016 14:00,7.22,41.01,1025.19,97.27,476.15
3965,7/16/2016 15:00,13.07,38.47,1015.16,57.26,468.9
3966,7/16/2016 16:00,10.08,43.14,1010.67,85.9,478.73
3967,7/16/2016 17:00,23.89,70.04,1011.16,84.9,433.71
3968,7/16/2016 18:00,18.88,44.06,1013.81,68.54,451.13
3969,7/16/2016 19:00,20.68,68.61,1011.2,84.81,446.33
3970,7/16/2016 20:00,13.99,36.71,1013.43,83.13,473.2
3971,7/16/2016 21:00,7.4,41.03,1022.09,74.83,486.81
3972,7/16/2016 22:00,11.77,40,1021.08,85.08,475.49
3973,7/16/2016 23:00,22.64,63.73,1013.88,84.22,447.21
3974,7/17/2016 0:00,18.13,66.86,1012.9,78.84,454.85
3975,7/17/2016 1:00,23.18,72.99,1009.01,90.09,439.12
3976,7/17/2016 2:00,29.45,68.24,1007.45,32.81,432.53
3977,7/17/2016 3:00,10.2,41.17,1019.56,82.46,479.7
3978,7/17/2016 4:00,26.57,48.06,1013.23,40.24,439.54
3979,7/17/2016 5:00,22.78,49.16,1002.29,64.28,444.99
3980,7/17/2016 6:00,25.59,61.08,1013.19,77.28,443.91
3981,7/17/2016 7:00,18.66,56.53,1020.13,80.04,459.45
3982,7/17/2016 8:00,24.66,69.94,1006.56,60.91,432.68
3983,7/17/2016 9:00,21.9,66.54,1004.76,89.99,439.06
3984,7/17/2016 10:00,12.12,38.28,1013.65,90.19,471.19
3985,7/17/2016 11:00,14.95,42.99,1008.75,90.76,468.61
3986,7/17/2016 12:00,19.31,52.72,1024.93,53.93,455.25
3987,7/17/2016 13:00,30.93,73.42,1010.98,56.42,432.44
3988,7/17/2016 14:00,26.27,62.91,1011.97,48.06,447.76
3989,7/17/2016 15:00,19.46,66.86,1012.74,66.2,454.89
3990,7/17/2016 16:00,15.56,40.12,1013.72,89.78,461.21
3991,7/17/2016 17:00,8.99,41.26,1020.52,91.96,476.09
3992,7/17/2016 18:00,22.16,58.82,1009.61,87.16,444.76
3993,7/17/2016 19:00,24.43,59.87,1019.08,60.57,441.61
3994,7/17/2016 20:00,20.78,62.52,1017.58,73.3,452.3
3995,7/17/2016 21:00,29.51,76.09,1007.39,71.5,432.45
3996,7/17/2016 22:00,12.4,40.35,1011.46,79.49,476.44
3997,7/17/2016 23:00,28.92,72.43,1007.03,66.14,431.5
3998,7/18/2016 0:00,13.03,42.86,1014.39,86.25,475.03
3999,7/18/2016 1:00,28.73,73.91,1004.91,70.17,436.12
4000,7/18/2016 2:00,26.43,77.17,1008.67,92.59,431.26
4001,7/18/2016 3:00,17.61,56.53,1019.5,82.3,457.01
4002,7/18/2016 4:00,21.79,46.21,1012.89,72,449.99
4003,7/18/2016 5:00,5.11,42.07,1004.28,81.8,486.41
4004,7/18/2016 6:00,12.85,40.35,1011.29,81.27,472.69
4005,7/18/2016 7:00,25.03,47.93,1003.02,62.89,443.55
4006,7/18/2016 8:00,25.35,66.56,1008.75,66.88,436.51
4007,7/18/2016 9:00,28.95,73.4,1011.33,55.14,440.67
4008,7/18/2016 10:00,19.72,51.19,1008.51,95.28,446.01
4009,7/18/2016 11:00,30.03,67.9,1006.22,52.61,426.13
4010,7/18/2016 12:00,8.7,39.72,1020,78.75,479.03
4011,7/18/2016 13:00,14.94,42.77,1018.06,75.35,460.51
4012,7/18/2016 14:00,7.07,37.49,1010.35,87.19,481.58
4013,7/18/2016 15:00,21.12,47.24,1003.79,70.55,462.41
4014,7/18/2016 16:00,8.6,42.28,1008.58,80.15,484.21
4015,7/18/2016 17:00,10.33,44.92,1025.34,85.67,476.99
4016,7/18/2016 18:00,16.79,49.25,1021.21,68.8,458.42
4017,7/18/2016 19:00,16.16,41.79,1007.53,76.21,453.39
4018,7/18/2016 20:00,22.52,64.27,1014.34,82.77,445.4
4019,7/18/2016 21:00,22.11,59.8,1016.86,70.14,450.62
4020,7/18/2016 22:00,14.11,45.08,1023.27,83.22,464.7
4021,7/18/2016 23:00,24.97,68.61,1011.08,58.94,447.83
4022,7/19/2016 0:00,19.22,62.1,1019.43,79.19,451.8
4023,7/19/2016 1:00,13.72,44.47,1027.2,68.89,470.66
4024,7/19/2016 2:00,24.58,71.94,1006.85,89.02,433.99
4025,7/19/2016 3:00,9.16,42.44,1014.43,93.67,480.98
4026,7/19/2016 4:00,20.92,57.76,1017.22,75.86,453.96
4027,7/19/2016 5:00,26.7,70.32,1011.04,86.41,438.46
4028,7/19/2016 6:00,9.04,44.68,1023.14,90.73,479.53
4029,7/19/2016 7:00,10.16,39.3,1019.71,81.21,480.74
4030,7/19/2016 8:00,3.85,35.47,1016.78,85.31,489.78
4031,7/19/2016 9:00,22.7,64.05,1012.65,89.69,448.76
4032,7/19/2016 10:00,28.54,69.59,1008.84,78.62,433.3
4033,7/19/2016 11:00,31.54,72.58,1007.61,65.57,427.31
4034,7/19/2016 12:00,10.48,36.71,1023.18,81.37,473.3
4035,7/19/2016 13:00,16.77,42.28,1007.53,73.19,465.52
4036,7/19/2016 14:00,17.84,52.08,1006.65,100.09,450.67
4037,7/19/2016 15:00,21.76,60.27,1018.96,85.06,446.86
4038,7/19/2016 16:00,12.24,40.96,1023.52,81.09,474.76
4039,7/19/2016 17:00,13.25,49.83,1008.76,88.21,453.8
4040,7/19/2016 18:00,17.28,44.92,1024.39,76.08,459.26
4041,7/19/2016 19:00,34.96,68.94,1006.17,59.26,431.48
4042,7/19/2016 20:00,28.51,74.78,1009.84,59.06,434.43
4043,7/19/2016 21:00,32.29,64.96,1002.13,42.61,430.58
4044,7/19/2016 22:00,15.6,44.68,1018.35,85.91,463.82
4045,7/19/2016 23:00,26.91,71.64,1004.59,83.54,438.73
4046,7/20/2016 0:00,23.55,73.18,1011.85,87.97,437.88
4047,7/20/2016 1:00,15.49,54.3,1017.59,71.26,464.24
4048,7/20/2016 2:00,19.68,62.96,1020.41,82.26,453.58
4049,7/20/2016 3:00,24.87,60.37,1005.48,76.21,436.41
4050,7/20/2016 4:00,24.73,69.05,1003.25,66.44,437.93
4051,7/20/2016 5:00,11.31,39.61,1018.74,68.9,471.92
4052,7/20/2016 6:00,15.24,37.87,1020.52,84.49,463.09
4053,7/20/2016 7:00,23.16,57.69,1007.91,84.7,438.29
4054,7/20/2016 8:00,14.81,40.71,1018.54,73,467.66
4055,7/20/2016 9:00,13.97,41.16,1020.88,74.88,459.84
4056,7/20/2016 10:00,23.25,71.29,1008.05,71.36,442.21
4057,7/20/2016 11:00,22.47,59.43,1006.02,85.21,444.5
4058,7/20/2016 12:00,16.38,45.64,1020.47,89.28,462.58
4059,7/20/2016 13:00,19.73,68.63,1012.41,74.12,450.26
4060,7/20/2016 14:00,30.24,69.88,1007.9,61.46,436.37
4061,7/20/2016 15:00,28.13,61.25,1013.12,62.57,436.61
4062,7/20/2016 16:00,24.6,75.23,1012.04,76.77,434.07
4063,7/20/2016 17:00,21.64,50.32,1008.41,86.32,442.52
4064,7/20/2016 18:00,29.03,69.51,1009.8,47.04,435.09
4065,7/20/2016 19:00,25.02,59.44,1012.49,73.65,444.08
4066,7/20/2016 20:00,23.32,69.23,1011.75,75.59,436.18
4067,7/20/2016 21:00,11.48,44.6,1018.29,90.76,470.39
4068,7/20/2016 22:00,13.83,41.23,993.31,93.94,466.2
4069,7/20/2016 23:00,26.77,68.08,1010.83,63.48,432.91
4070,7/21/2016 0:00,15.34,40.73,1018.03,86.19,458.55
4071,7/21/2016 1:00,28.14,43.21,1011.82,69.32,436.53
4072,7/21/2016 2:00,8.6,36.66,1026.4,81.23,481.86
4073,7/21/2016 3:00,21.86,58.49,1010.88,76.79,449.9
4074,7/21/2016 4:00,7.71,36.25,1027.92,89.84,481.74
4075,7/21/2016 5:00,22.7,48.14,1014.06,60.09,448.96
4076,7/21/2016 6:00,27.21,66.49,1013.57,40.11,439.04
4077,7/21/2016 7:00,24.58,48.98,1014.96,38.75,459.79
4078,7/21/2016 8:00,10.06,39.61,1020.69,69.49,478.35
4079,7/21/2016 9:00,26.34,68.67,1006.54,72.48,437.52
4080,7/21/2016 10:00,20.48,51.43,1007.4,90.7,448.03
4081,7/21/2016 11:00,6.19,41.31,1002.48,88.8,485.08
4082,7/21/2016 12:00,13.08,44.9,1020.47,86.46,472.01
4083,7/21/2016 13:00,21.87,74.87,1009.28,85.4,442.37
4084,7/21/2016 14:00,18.91,43.14,1013.56,58.34,460.19
4085,7/21/2016 15:00,11.92,38.25,1013.13,84.92,472.5
4086,7/21/2016 16:00,12.27,41.17,1019.39,52.18,473.84
4087,7/21/2016 17:00,5.17,35.57,1026.68,79.86,491.32
4088,7/21/2016 18:00,15.93,25.88,1009.45,72.83,462.7
4089,7/21/2016 19:00,22.21,61.87,1010.9,54.22,446.62
4090,7/21/2016 20:00,20.84,65.06,1016.88,71.93,445.74
4091,7/21/2016 21:00,22.53,58.62,1016.28,72.78,449.02
4092,7/21/2016 22:00,16.27,56.89,1013.74,84.36,454.88
4093,7/21/2016 23:00,27.37,69.23,1013.25,48.02,433.18
4094,7/22/2016 0:00,13.18,43.72,1010.59,99.09,464.7
4095,7/22/2016 1:00,27.69,73.91,1005.23,75.71,435.08
4096,7/22/2016 2:00,14,41.78,1010.96,48.37,465.62
4097,7/22/2016 3:00,18.88,65.94,1010.43,85.54,445.61
4098,7/22/2016 4:00,24.18,59.92,1009.88,79.54,438.85
4099,7/22/2016 5:00,19.19,50.16,1011.12,99.91,449.52
4100,7/22/2016 6:00,28.37,67.07,1005.65,56.13,435.94
4101,7/22/2016 7:00,27.55,65.59,1011.6,63.99,440.53
4102,7/22/2016 8:00,5.96,36.25,1029.4,88.63,488.2
4103,7/22/2016 9:00,28.52,70.02,1010.34,54.21,441.98
4104,7/22/2016 10:00,26.49,59.44,1012.09,57.84,441.16
4105,7/22/2016 11:00,22.65,60.93,1006.43,85.13,440.52
4106,7/22/2016 12:00,7.04,39.37,1019.37,69.11,488
4107,7/22/2016 13:00,30.13,78.05,1010.99,61.5,434.14
4108,7/22/2016 14:00,29.32,71.29,1008.34,51.51,432.17
4109,7/22/2016 15:00,10.46,41.26,1020.65,92.24,473.76
4110,7/22/2016 16:00,19.62,52.05,1012.09,50.02,456.81
4111,7/22/2016 17:00,10.71,41.93,1018.23,90.88,478.76
4112,7/22/2016 18:00,26.06,64.05,1012,84.05,442.24
4113,7/22/2016 19:00,8.2,41.14,1025.24,96.26,474.04
4114,7/22/2016 20:00,25.32,60.37,1006.19,73.94,438.5
4115,7/22/2016 21:00,15.75,39.16,1016.31,77.99,468.87
4116,7/22/2016 22:00,30.26,76.2,1008.44,62.1,435.04
4117,7/22/2016 23:00,9.86,42.49,1009.16,81.41,477.78
4118,7/23/2016 0:00,20.56,43.79,1015.85,45.7,462.11
4119,7/23/2016 1:00,27.28,44.89,1009.02,49.9,441.94
4120,7/23/2016 2:00,22.89,62.39,1007.84,88.16,448.13
4121,7/23/2016 3:00,27.59,50.05,1005.71,57.03,437.98
4122,7/23/2016 4:00,31.11,72.25,1012.34,44.45,434.22
4123,7/23/2016 5:00,13.8,40.2,1013.12,90.59,466.29
4124,7/23/2016 6:00,21.8,62.39,1007.84,89.04,452.15
4125,7/23/2016 7:00,14.28,39.39,1013.82,77.52,469.92
4126,7/23/2016 8:00,9.99,41.82,1033.14,68.36,475.75
4127,7/23/2016 9:00,17.65,59.87,1018.58,94.65,450.93
4128,7/23/2016 10:00,19.47,50.9,1012.77,77.33,457.08
4129,7/23/2016 11:00,16.64,39.64,1008.7,81.79,463.49
4130,7/23/2016 12:00,16.95,40.12,1012.59,87.87,457.05
4131,7/23/2016 13:00,25.95,69.51,1009.36,66.82,434.38
4132,7/23/2016 14:00,14.09,41.2,1016.45,67.27,472.42
4133,7/23/2016 15:00,11.21,39.85,1013.01,75.55,480.61
4134,7/23/2016 16:00,20.25,55.5,1020.03,69.33,455.13
4135,7/23/2016 17:00,17.72,48.14,1013.26,65.09,457.44
4136,7/23/2016 18:00,13.78,38.28,1014.8,81.19,467.43
4137,7/23/2016 19:00,5.57,42.85,1013.55,92.14,488.85
4138,7/23/2016 20:00,18.23,60.95,1016.74,78.85,455.53
4139,7/23/2016 21:00,23.89,65.18,1012.46,78.29,438.97
4140,7/23/2016 22:00,32.16,66.25,1008.17,56.88,434.5
4141,7/23/2016 23:00,25.62,63.13,1013.84,83.49,439.13
4142,7/24/2016 0:00,21.69,42.23,1013.05,67.55,461.56
4143,7/24/2016 1:00,13.9,45.08,1023.29,83.43,465.31
4144,7/24/2016 2:00,25.88,74.67,1016.66,81.09,434.81
4145,7/24/2016 3:00,25.03,61.86,1012.84,80.85,439.55
4146,7/24/2016 4:00,17.7,50.88,1015.44,89.57,456.78
4147,7/24/2016 5:00,13.98,40.24,1017.19,87.45,467.2
4148,7/24/2016 6:00,23.36,72.24,1010.99,94.41,434.15
4149,7/24/2016 7:00,26.55,73.67,1005.74,79.41,433.44
4150,7/24/2016 8:00,25.16,47.01,1014.99,64,452.64
4151,7/24/2016 9:00,23.82,63.76,1009.8,68.94,440.52
4152,7/24/2016 10:00,29.86,70.8,1010.22,70.36,437.47
4153,7/24/2016 11:00,25.42,66.05,1016.74,68.92,442.6
4154,7/24/2016 12:00,8.33,39.72,1020.24,82.84,479.12
4155,7/24/2016 13:00,26.2,65.18,1011.42,47.82,440.07
4156,7/24/2016 14:00,31.49,73.5,1010.71,40.16,432.13
4157,7/24/2016 15:00,28.05,70.36,1006.73,64.42,434.06
4158,7/24/2016 16:00,9.7,37.14,1012.79,75.2,475.77
4159,7/24/2016 17:00,15.94,44.85,1014.29,67.57,462.54
4160,7/24/2016 18:00,18.52,58.41,1013.77,99.89,446.68
4161,7/24/2016 19:00,14.5,40.66,1016.81,82.93,463.53
4162,7/24/2016 20:00,25.66,71.77,1006.76,84.76,429.25
4163,7/24/2016 21:00,24.29,62.91,1013.04,65.85,442.18
4164,7/24/2016 22:00,13.87,49.83,1006.76,89.14,462.46
4165,7/24/2016 23:00,6.1,43.65,1018.07,75.85,485.24
4166,7/25/2016 0:00,21.91,70.32,1009.17,90.57,439.29
4167,7/25/2016 1:00,29.34,70.94,1007.82,62.43,433.57
4168,7/25/2016 2:00,23.93,65.59,1011.09,87.26,444.9
4169,7/25/2016 3:00,7.77,40.27,1010.25,83.65,485.54
4170,7/25/2016 4:00,28.07,74.33,1012,71.69,428.87
4171,7/25/2016 5:00,28.34,73.68,1015.05,76.73,432
4172,7/25/2016 6:00,18.59,65.06,1015.75,80.72,450.4
4173,7/25/2016 7:00,28.68,61.86,1011.78,62.67,440.57
4174,7/25/2016 8:00,19.01,58.46,1017.14,90.99,446.18
4175,7/25/2016 9:00,21.29,51.43,1011.31,90.12,452.94
4176,7/25/2016 10:00,9.78,52.75,1022.97,78.31,469.58
4177,7/25/2016 11:00,19.65,42.23,1013.04,75.9,461.16
4178,7/25/2016 12:00,8.54,38.08,1019.75,71.24,478.31
4179,7/25/2016 13:00,21.39,58.05,1013.03,86.44,449.76
4180,7/25/2016 14:00,13.25,43.7,1013.61,76.05,472.22
4181,7/25/2016 15:00,13.53,42.03,1017.52,84.02,466.71
4182,7/25/2016 16:00,5.35,35.79,1013.23,93.53,483.2
4183,7/25/2016 17:00,32,65.74,1011.22,46.16,440.26
4184,7/25/2016 18:00,26.92,68.27,1008.11,61.73,435.17
4185,7/25/2016 19:00,25.82,59.43,1008.08,65.25,436.67
4186,7/25/2016 20:00,26.41,65.59,1010.69,73.78,441.49
4187,7/25/2016 21:00,4.27,39.64,1010.99,84.85,487.19
4188,7/25/2016 22:00,17.79,44.9,1020.5,69.72,457.72
4189,7/25/2016 23:00,17.47,58.16,1016.36,82.26,456.97
4190,7/26/2016 0:00,28.53,76.86,999.08,75.77,431.64
4191,7/26/2016 1:00,28.37,68.12,1012.41,45.87,436.42
4192,7/26/2016 2:00,22.88,71.73,1010.11,86.96,436.36
4193,7/26/2016 3:00,10.16,41.62,1013.15,94.3,465.05
4194,7/26/2016 4:00,4.59,39.33,1010.85,71.78,494.9
4195,7/26/2016 5:00,9.23,39.66,1019.44,76.11,481.77
4196,7/26/2016 6:00,23.81,66.51,1016.96,70.16,438.32
4197,7/26/2016 7:00,17.98,60.1,1009.61,84.11,452.57
4198,7/26/2016 8:00,12.38,45.09,1013.26,90.55,467.47
4199,7/26/2016 9:00,12.88,44.34,1016.03,88.51,474.94
4200,7/26/2016 10:00,23.26,63.56,1013.64,71.3,446.67
4201,7/26/2016 11:00,25.98,68.12,1011.36,66.86,439
4202,7/26/2016 12:00,10.01,41.17,1018.78,86.84,479.4
4203,7/26/2016 13:00,8.55,36.25,1029.54,85.23,480.68
4204,7/26/2016 14:00,16.85,50.9,1013.26,83.94,460.68
4205,7/26/2016 15:00,23.48,66.49,1014.41,62.61,450.05
4206,7/26/2016 16:00,19.64,46.33,1013.33,98.99,451.45
4207,7/26/2016 17:00,22,59.54,1004.55,95.25,439.37
4208,7/26/2016 18:00,22.54,63.91,1012.15,84.91,446.64
4209,7/26/2016 19:00,28.18,77.54,1011.99,74.72,430.55
4210,7/26/2016 20:00,31.04,74.67,1015.85,43.32,435.17
4211,7/26/2016 21:00,10.81,45,1023.45,85.89,482.63
4212,7/26/2016 22:00,21.84,55.5,1019.28,62.17,454.99
4213,7/26/2016 23:00,24.96,69.68,1011.37,63.12,447.2
4214,7/27/2016 0:00,22.19,70.02,1011.03,82.49,444.85
4215,7/27/2016 1:00,31.01,74.16,1010.89,56.52,434.64
4216,7/27/2016 2:00,19.05,55.5,1020.25,75.76,457.5
4217,7/27/2016 3:00,17.37,58.49,1012.2,91.14,456.29
4218,7/27/2016 4:00,24.07,73.46,1006.61,73.46,438.41
4219,7/27/2016 5:00,23,66.05,1020.61,80.29,421.57
4220,7/27/2016 6:00,20.05,42.48,1012.29,85.09,457.01
4221,7/27/2016 7:00,24.03,45.87,1007.55,52.48,445.84
4222,7/27/2016 8:00,31.44,79.74,1006.95,56.99,431.69
4223,7/27/2016 9:00,7.36,41.01,1025.49,96.48,477.37
4224,7/27/2016 10:00,20.53,65.06,1016.69,73.47,446.64
4225,7/27/2016 11:00,29.21,72.25,1012.72,71.85,434.64
4226,7/27/2016 12:00,20.68,63.86,1015.73,74.36,447.84
4227,7/27/2016 13:00,32.96,69.75,1008.86,40.23,435.56
4228,7/27/2016 14:00,26.29,56.85,1012.68,60.33,439.86
4229,7/27/2016 15:00,29.25,78.87,1012.05,84.28,430.49
4230,7/27/2016 16:00,31.91,69.89,1014.59,54.51,429.29
4231,7/27/2016 17:00,6.67,39.33,1011.07,91.96,490.03
4232,7/27/2016 18:00,14.56,40.89,1010.94,79.57,467.53
4233,7/27/2016 19:00,20.3,58.41,1014.05,86.38,451.74
4234,7/27/2016 20:00,20.74,58.2,1017.54,70.66,450.4
4235,7/27/2016 21:00,23.51,58.79,1016.44,65.38,445.75
4236,7/27/2016 22:00,32.32,76.09,1006.63,62.96,432.53
4237,7/27/2016 23:00,25.79,75.6,1017.46,75.63,434.65
4238,7/28/2016 0:00,22.26,70.47,1008.32,84.22,440.21
