identifier,DateTime,AmbientTemperature,ExhaustVacuum,AmbientPressure,RelativeHumidity
4320,7/31/2016 10:00,15.86,43.5,1021.22,75.38
4321,7/31/2016 11:00,23.47,60.77,1017.19,75.36
4322,7/31/2016 12:00,14.08,43.41,1015.59,54.15
4323,7/31/2016 13:00,20.15,49.5,1013.47,66.7
4324,7/31/2016 14:00,13.07,43.13,1016.93,70.02
4325,7/31/2016 15:00,26.75,69.45,1013.88,53.65
4326,7/31/2016 16:00,32.31,62.04,1010.41,39.39
4327,7/31/2016 17:00,30.18,61.5,1009.8,36.81
4328,7/31/2016 18:00,9.15,41.82,1032.88,75.11
4329,7/31/2016 19:00,8.57,40.23,1017.53,90.46
4330,7/31/2016 20:00,24.68,48.06,1013.83,54.97
4331,7/31/2016 21:00,5.97,40.35,1012.3,94.1
4332,7/31/2016 22:00,17.54,42.42,1008.97,67.67
4333,7/31/2016 23:00,24.98,60.32,1016.39,63.12
4334,8/1/2016 0:00,25.54,60.37,1006.49,71.54
4335,8/1/2016 1:00,27.45,64.34,1007.12,65.87
4336,8/1/2016 2:00,23.24,45.01,1012.21,45.23
4337,8/1/2016 3:00,11.04,45.51,1017.53,83.42
4338,8/1/2016 4:00,17.06,58.96,1013.83,73.95
4339,8/1/2016 5:00,3.82,35.47,1016.62,84.34
4340,8/1/2016 6:00,12.1,44.77,1019.1,75.85
4341,8/1/2016 7:00,11.72,40.55,1021.54,85.13
4342,8/1/2016 8:00,14.66,42.07,1018.14,84.68
4343,8/1/2016 9:00,22.45,63.77,1014.57,87.44
4344,8/1/2016 10:00,23.46,72.43,1008,90.55
4345,8/1/2016 11:00,30.15,70.32,1007.58,54.14
4346,8/1/2016 12:00,31.74,79.74,1007.07,61.47
4347,8/1/2016 13:00,21.4,74.93,1014.58,80.85
4348,8/1/2016 14:00,16.56,42.99,1007.48,74.45
4349,8/1/2016 15:00,27.45,59.74,1011.34,58.58
4350,8/1/2016 16:00,13.69,40.83,1008.53,84.81
4351,8/1/2016 17:00,12.67,42.86,1014.06,89.9
4352,8/1/2016 18:00,19.77,65.06,1016.22,74.95
4353,8/1/2016 19:00,28.04,70.32,1011.28,78.16
4354,8/1/2016 20:00,13.35,41.16,1011.32,89.12
4355,8/1/2016 21:00,20.54,68.12,1012.23,81.06
4356,8/1/2016 22:00,21.67,57.76,1018.32,68.21
4357,8/1/2016 23:00,25.61,52.36,1014.1,62.9
4358,8/2/2016 0:00,18.03,53.16,1013.1,81.42
4359,8/2/2016 1:00,5.85,40.77,1022.44,84.77
4360,8/2/2016 2:00,10.38,40.92,1021.53,95.18
4361,8/2/2016 3:00,23.36,73.18,1011.96,89.15
4362,8/2/2016 4:00,12.91,41.16,1011.9,89.19
4363,8/2/2016 5:00,15.35,41.79,1008.38,81.13
4364,8/2/2016 6:00,30.69,74.16,1012.71,60.89
4365,8/2/2016 7:00,30.58,65.18,1011.61,37.43
4366,8/2/2016 8:00,18.15,58.46,1017.42,88.24
4367,8/2/2016 9:00,12.38,40.6,1013.86,85.35
4368,8/2/2016 10:00,34.65,74.67,1016.03,26.67
4369,8/2/2016 11:00,10.99,43.5,1021.1,93.64
4370,8/2/2016 12:00,33.72,74.33,1011.4,37.51
4371,8/2/2016 13:00,19.09,44.63,1019.91,39.32
4372,8/2/2016 14:00,21.43,63.94,1012.68,99.68
4373,8/2/2016 15:00,34.33,74.34,1001.74,42.75
4374,8/2/2016 16:00,30.59,70.04,1010.28,50.56
4375,8/2/2016 17:00,32,73.17,1009.92,42.47
4376,8/2/2016 18:00,3.96,35.47,1016.79,83.81
4377,8/2/2016 19:00,32.45,66.44,1011.21,50.18
4378,8/2/2016 20:00,28.91,58.33,1013.84,39.72
4379,8/2/2016 21:00,32.26,71.29,1008.41,48.58
4380,8/2/2016 22:00,23.39,74.22,1009.83,86.05
4381,8/2/2016 23:00,29.27,69.89,1015.21,67.16
4382,8/3/2016 0:00,16.37,43.5,1021.26,72.4
4383,8/3/2016 1:00,18.68,43.69,1016.68,48.88
4384,8/3/2016 2:00,24.86,65.34,1012.99,60.33
4385,8/3/2016 3:00,5.12,40.78,1025.45,96.88
4386,8/3/2016 4:00,32.55,73.03,1014.36,44.83
4387,8/3/2016 5:00,19.81,43.56,1013.39,38.13
4388,8/3/2016 6:00,8.46,39.42,1025.05,69.36
4389,8/3/2016 7:00,23.71,68.63,1014.54,46.04
4390,8/3/2016 8:00,30.52,71.77,1006.22,56.4
4391,8/3/2016 9:00,22.79,68.63,1012.99,55.78
4392,8/3/2016 10:00,19.05,53.16,1013.22,82.8
4393,8/3/2016 11:00,25.72,66.86,1007.47,69.14
4394,8/3/2016 12:00,9.64,40.56,1022.51,78.62
4395,8/3/2016 13:00,29.49,70.98,1007.83,79.08
4396,8/3/2016 14:00,23.4,49.16,1002.85,69.82
4397,8/3/2016 15:00,10.36,43.67,1011.95,78.15
4398,8/3/2016 16:00,16.74,39.16,1005.68,71.17
4399,8/3/2016 17:00,17.07,41.35,1005.88,83.43
4400,8/3/2016 18:00,27.43,64.96,999.72,67.94
4401,8/3/2016 19:00,23.1,60.08,1017.69,65.44
4402,8/3/2016 20:00,28.25,71.77,1006.36,67.03
4403,8/3/2016 21:00,30.92,78.05,1011,59.62
4404,8/3/2016 22:00,26.75,58.33,1013.55,45.47
4405,8/3/2016 23:00,6.62,41.14,1027.33,86.24
4406,8/4/2016 0:00,12.69,40.75,1016.05,82.92
4407,8/4/2016 1:00,18.04,44.88,1017.96,66.3
4408,8/4/2016 2:00,19.15,56.53,1019.95,84.1
4409,8/4/2016 3:00,12.08,40.24,1016.63,92.32
4410,8/4/2016 4:00,15.67,48.78,1013.76,88.92
4411,8/4/2016 5:00,34.63,74.33,1011.7,31.45
4412,8/4/2016 6:00,7.46,41.26,1009.63,96.51
4413,8/4/2016 7:00,19.61,56.53,1019.69,77.13
4414,8/4/2016 8:00,10.96,41.93,1019.28,87.38
4415,8/4/2016 9:00,24.15,63.13,1013.8,92.1
4416,8/4/2016 10:00,8.09,38.5,1012.99,67.31
4417,8/4/2016 11:00,21.59,48.06,1012.72,77.13
4418,8/4/2016 12:00,25.03,59.21,1017.28,56.96
4419,8/4/2016 13:00,10.24,41.58,1021.17,94.34
4420,8/4/2016 14:00,24.2,57.85,1013.05,70.29
4421,8/4/2016 15:00,20.24,58.41,1013.73,99.59
4422,8/4/2016 16:00,31.82,73.68,1014.8,40.58
4423,8/4/2016 17:00,14.17,39.59,1010.99,94.08
4424,8/4/2016 18:00,10.07,34.69,1028.09,70.52
4425,8/4/2016 19:00,29.79,68.24,1009.19,65.49
4426,8/4/2016 20:00,12.51,43.67,1013.24,91.55
4427,8/4/2016 21:00,18.91,59.21,1017.76,90.49
4428,8/4/2016 22:00,7.98,39.61,1018.57,77.04
4429,8/4/2016 23:00,31.67,69.68,1012.38,46.52
4430,8/5/2016 0:00,17.59,65.48,1018.96,81.34
4431,8/5/2016 1:00,25.96,60.32,1016.17,55.51
4432,8/5/2016 2:00,15.35,35.4,1016.3,57.12
4433,8/5/2016 3:00,22.39,48.14,1014.56,64.31
4434,8/5/2016 4:00,30.85,67.45,1014.53,32.99
4435,8/5/2016 5:00,24.02,64.63,1020.49,55.17
4436,8/5/2016 6:00,16.25,40.89,1011.09,62.7
4437,8/5/2016 7:00,24.33,46.93,1013.51,52.63
4438,8/5/2016 8:00,28.78,64.96,999.75,56.43
4439,8/5/2016 9:00,25.01,59.54,1007.91,80.93
4440,8/5/2016 10:00,22.98,58.46,1016.06,72.69
4441,8/5/2016 11:00,17.85,46.48,1007.79,83.59
4442,8/5/2016 12:00,24.24,71.58,1010.15,91.14
4443,8/5/2016 13:00,5.09,42.85,1013.78,91.34
4444,8/5/2016 14:00,12.68,40.69,1014.46,79.77
4445,8/5/2016 15:00,29.56,52.84,1006.09,42.17
4446,8/5/2016 16:00,18.46,42.18,1001.47,97.61
4447,8/5/2016 17:00,10.07,40.46,1018.65,69.2
4448,8/5/2016 18:00,21.49,56.9,1007.47,66.66
4449,8/5/2016 19:00,16.69,53.82,1015.39,63.62
4450,8/5/2016 20:00,28.77,58.33,1013.73,36.6
4451,8/5/2016 21:00,15.03,42.44,1014.25,94.52
4452,8/5/2016 22:00,28.62,70.32,1008.87,46.67
4453,8/5/2016 23:00,14.84,71.14,1019.61,66.78
4454,8/6/2016 0:00,23.33,58.95,1017.93,66.37
4455,8/6/2016 1:00,26.1,66.25,1009.25,84.52
4456,8/6/2016 2:00,12.72,39.13,1008.36,92.59
4457,8/6/2016 3:00,26.34,69.45,1013.87,54.15
4458,8/6/2016 4:00,30.54,70.17,999.42,64.32
4459,8/6/2016 5:00,7.09,43.65,1019.6,72.1
4460,8/6/2016 6:00,23.47,59.22,1013.44,83.33
4461,8/6/2016 7:00,9.78,41.93,1023.18,75.05
4462,8/6/2016 8:00,13.61,41.74,1021.66,62.83
4463,8/6/2016 9:00,24.96,74.99,1008.25,80.52
4464,8/6/2016 10:00,25.68,59.44,1012.33,67.29
4465,8/6/2016 11:00,23.01,59.44,1012.82,82.62
4466,8/6/2016 12:00,30.28,58.9,1005.03,54.59
4467,8/6/2016 13:00,5.86,40.62,1017.03,85.06
4468,8/6/2016 14:00,9.68,39.61,1015.63,74.5
4469,8/6/2016 15:00,26.04,71.14,1011.66,68.95
4470,8/6/2016 16:00,12,39.35,1015.48,82.51
4471,8/6/2016 17:00,15.45,46.63,1012.6,85.47
4472,8/6/2016 18:00,30.09,69.48,1009.51,53.24
4473,8/6/2016 19:00,11.23,41.17,1019.36,56.85
4474,8/6/2016 20:00,10.59,41.93,1017.7,92.91
4475,8/6/2016 21:00,19.89,51.43,1007.33,92.08
4476,8/6/2016 22:00,14.35,40.71,1023.09,69.5
4477,8/6/2016 23:00,5.47,40.62,1018.66,83.61
4478,8/7/2016 0:00,16.11,44.92,1025.37,79.85
4479,8/7/2016 1:00,26.03,59.07,1007.3,82.52
4480,8/7/2016 2:00,30.61,68.84,1011.18,52.5
4481,8/7/2016 3:00,22.54,63.07,1011.71,81.64
4482,8/7/2016 4:00,11.67,40.23,1017.65,82.48
4483,8/7/2016 5:00,11.71,41.44,1015.37,79.95
4484,8/7/2016 6:00,10.91,39.61,1018.44,64.38
4485,8/7/2016 7:00,29.53,70.94,1007.22,70.68
4486,8/7/2016 8:00,30.54,69.14,1007.25,70.46
4487,8/7/2016 9:00,10.72,45,1023.22,86.95
4488,8/7/2016 10:00,25.54,48.41,1010.51,55.34
4489,8/7/2016 11:00,24.89,64.27,1013.52,64.65
4490,8/7/2016 12:00,29.33,52.84,1006.04,44.3
4491,8/7/2016 13:00,9.33,39.96,1024.55,98.58
4492,8/7/2016 14:00,20.76,58.18,1007.8,99.22
4493,8/7/2016 15:00,28.78,60.07,1014.54,49.03
4494,8/7/2016 16:00,19.62,43.56,1012.89,37.6
4495,8/7/2016 17:00,24.92,60.95,1014.88,60.58
4496,8/7/2016 18:00,11.33,41.16,1019.05,87.13
4497,8/7/2016 19:00,22.12,63.91,1009.61,90.83
4498,8/7/2016 20:00,18.27,51.43,1010.38,88.39
4499,8/7/2016 21:00,15.9,41.35,1005.35,92.89
4500,8/7/2016 22:00,14.67,71.14,1019.84,77.72
4501,8/7/2016 23:00,17.94,37.2,1012.64,68.11
4502,8/8/2016 0:00,18.92,44.63,1020.32,47.81
4503,8/8/2016 1:00,15.27,56.89,1013.28,86.92
4504,8/8/2016 2:00,16.31,68.28,1003.98,98.62
4505,8/8/2016 3:00,4.99,41.03,1022.33,83.11
4506,8/8/2016 4:00,24.07,71.97,1008.83,94.87
4507,8/8/2016 5:00,20.03,62.26,1012.15,82.54
4508,8/8/2016 6:00,15.83,41.67,1013.39,74.12
4509,8/8/2016 7:00,25.44,70.17,1000.65,91.89
4510,8/8/2016 8:00,23.38,52.84,1005.27,82.98
4511,8/8/2016 9:00,30.17,64.79,1017.06,43.81
4512,8/8/2016 10:00,29.97,73.06,1009.41,78.26
4513,8/8/2016 11:00,6.86,42.49,1007.95,93.96
4514,8/8/2016 12:00,21.87,49.39,1019.99,67.05
4515,8/8/2016 13:00,20.46,51.43,1007.31,93.25
4516,8/8/2016 14:00,12.03,40.1,1015.32,85.39
4517,8/8/2016 15:00,32.21,68.3,1014.94,49.38
4518,8/8/2016 16:00,33.08,69.75,1009.03,43.69
4519,8/8/2016 17:00,5.66,35.79,1013.86,94.42
4520,8/8/2016 18:00,19.35,50.12,1005.43,100.1
4521,8/8/2016 19:00,23.43,51.43,1011.31,73.55
4522,8/8/2016 20:00,11.18,37.5,1013.32,74.32
4523,8/8/2016 21:00,28.37,72.86,1004.81,53.52
4524,8/8/2016 22:00,11.49,39.22,1016.35,53.11
4525,8/8/2016 23:00,18.87,43.43,1009.16,69.5
4526,8/9/2016 0:00,20.3,59.8,1015.24,78.75
4527,8/9/2016 1:00,12.39,49.83,1007.6,92.43
4528,8/9/2016 2:00,33.13,74.34,999.57,48.34
4529,8/9/2016 3:00,18.26,59.15,1012.38,85.74
4530,8/9/2016 4:00,11.21,41.06,1021.75,77
4531,8/9/2016 5:00,18.19,44.06,1017.24,78.73
4532,8/9/2016 6:00,12.6,41.74,1022.13,67.89
4533,8/9/2016 7:00,20.18,43.43,1011.31,65.11
4534,8/9/2016 8:00,22.89,65.34,1015.53,61
4535,8/9/2016 9:00,12.19,44.63,1018.96,80.91
4536,8/9/2016 10:00,25.86,59.07,1008.59,81.28
4537,8/9/2016 11:00,15.33,52.05,1014.15,80.56
4538,8/9/2016 12:00,17.3,62.1,1020.28,88.06
4539,8/9/2016 13:00,11.52,40.75,1016.23,85.18
4540,8/9/2016 14:00,32.09,79.74,1006.92,61.5
4541,8/9/2016 15:00,24.82,72.99,1007.81,84.72
4542,8/9/2016 16:00,27.85,66.44,1008.48,77.15
4543,8/9/2016 17:00,25.72,74.67,1016.64,75.93
4544,8/9/2016 18:00,25.61,74.22,1010.26,75.15
4545,8/9/2016 19:00,22.18,45.09,1014.04,43.13
4546,8/9/2016 20:00,13.92,41.16,1003.83,88.69
4547,8/9/2016 21:00,14.26,44.2,1019.81,76.46
4548,8/9/2016 22:00,27.02,71.25,1000.48,87.86
4549,8/9/2016 23:00,14.29,37.85,1009.98,92.81
4550,8/10/2016 0:00,11.23,41.17,1019.36,56.85
4551,8/10/2016 1:00,17.57,43.7,1015.53,67.22
4552,8/10/2016 2:00,12.67,41.16,1016.92,92.8
4553,8/10/2016 3:00,27.42,65.74,1013.43,69.42
4554,8/10/2016 4:00,15.63,43.02,1012.57,40.32
4555,8/10/2016 5:00,13.74,44.21,1023.26,84.2
4556,8/10/2016 6:00,29.61,67.07,1005.91,39.28
4557,8/10/2016 7:00,30.39,66.54,1002.7,59.15
4558,8/10/2016 8:00,15.24,44.45,1020.56,66.13
4559,8/10/2016 9:00,12.52,42.34,1018.67,95.29
4560,8/10/2016 10:00,24.56,51.86,1014.43,68.85
4561,8/10/2016 11:00,16.39,58.59,1014.58,90.34
4562,8/10/2016 12:00,10.64,41.04,1025,93.59
4563,8/10/2016 13:00,18.06,65.48,1018.79,77.95
4564,8/10/2016 14:00,12.81,44.58,1016.49,80.76
4565,8/10/2016 15:00,10.03,42.18,1017.3,85.99
4566,8/10/2016 16:00,22.74,58.12,1015.16,79.58
4567,8/10/2016 17:00,20.65,41.67,1012.76,45.27
4568,8/10/2016 18:00,8.19,41.66,1016.57,75.38
4569,8/10/2016 19:00,14.08,39.31,1011.67,72
4570,8/10/2016 20:00,8.74,40.03,1016.81,93.37
4571,8/10/2016 21:00,28.9,68.84,1011.64,64.44
4572,8/10/2016 22:00,13.95,40.2,1013.18,90.77
4573,8/10/2016 23:00,7.89,40.46,1019.61,74.53
4574,8/11/2016 0:00,25.17,64.79,1017.87,63.26
4575,8/11/2016 1:00,26.94,68.24,1010.49,76.58
4576,8/11/2016 2:00,14.08,40.73,1017.52,91.49
4577,8/11/2016 3:00,14.32,40.78,1024.49,73.84
4578,8/11/2016 4:00,24.63,59.57,1010.45,85.36
4579,8/11/2016 5:00,26.59,69.13,1009.27,73.96
4580,8/11/2016 6:00,11.62,39.72,1018.4,68.06
4581,8/11/2016 7:00,17.32,43.7,1015.13,61.66
4582,8/11/2016 8:00,20.39,64.15,1021.31,62.35
4583,8/11/2016 9:00,11.64,41.39,1017.36,83.4
4584,8/11/2016 10:00,22.08,55.5,1018.42,58.46
4585,8/11/2016 11:00,17.77,52.9,1020.11,81.51
4586,8/11/2016 12:00,22.43,69.84,1006.94,75.54
4587,8/11/2016 13:00,21.87,66.86,1013.01,57.39
4588,8/11/2016 14:00,25.59,72.43,1007.88,82.98
4589,8/11/2016 15:00,15.24,40,1017.34,65.16
4590,8/11/2016 16:00,8.14,37.49,1009.04,80.33
4591,8/11/2016 17:00,21.2,59.39,1014.04,85.06
4592,8/11/2016 18:00,10.9,39.64,1010.58,64.88
4593,8/11/2016 19:00,17.23,41.1,1002.45,68.88
4594,8/11/2016 20:00,14.03,49.83,1006.64,90.01
4595,8/11/2016 21:00,8.42,42.28,1008.4,87.78
4596,8/11/2016 22:00,29.09,47.93,1003.05,48.13
4597,8/11/2016 23:00,4.08,35.19,1018.87,97.07
4598,8/12/2016 0:00,29.72,68.08,1010.72,53.46
4599,8/12/2016 1:00,5.98,41.31,1001.66,89.5
4600,8/12/2016 2:00,28.83,64.96,1000.05,63.57
4601,8/12/2016 3:00,12.9,43.41,1015.92,59.15
4602,8/12/2016 4:00,34.61,73.03,1013.61,36.91
4603,8/12/2016 5:00,18.32,47.83,1005.06,87.21
4604,8/12/2016 6:00,27.37,72.58,1008.16,79.94
4605,8/12/2016 7:00,16.02,44.21,1020.97,85.64
4606,8/12/2016 8:00,22.1,74.87,1009.4,85.78
4607,8/12/2016 9:00,6.93,39.81,1017.25,87.29
4608,8/12/2016 10:00,6.75,39.37,1020.26,70.99
4609,8/12/2016 11:00,25.42,67.25,1017.92,68.61
4610,8/12/2016 12:00,23.05,58.86,1013.84,62.21
4611,8/12/2016 13:00,7.23,41.22,1015.23,98.04
4612,8/12/2016 14:00,22.59,59.43,1005.85,84.02
4613,8/12/2016 15:00,9.06,39.66,1019.64,76.98
4614,8/12/2016 16:00,11.82,41.17,1019.5,55.74
4615,8/12/2016 17:00,25.14,60.93,1007.44,76.71
4616,8/12/2016 18:00,25.21,70.04,1009.51,76.13
4617,8/12/2016 19:00,10.54,41.93,1016.64,93.52
4618,8/12/2016 20:00,32.42,75.08,1004.82,41.62
4619,8/12/2016 21:00,19.88,44.6,1015.52,37.85
4620,8/12/2016 22:00,24.73,70.72,1009.82,88.79
4621,8/12/2016 23:00,12.67,48.14,1017.41,83.63
4622,8/13/2016 0:00,11.02,40.81,1016.31,78.13
4623,8/13/2016 1:00,18.09,48.92,1010.6,52.11
4624,8/13/2016 2:00,19.67,44.71,1015.46,31.46
4625,8/13/2016 3:00,19.96,56.03,1020.59,64.95
4626,8/13/2016 4:00,12.3,40.69,1015.74,82.58
4627,8/13/2016 5:00,21.99,51.19,1009.19,82.58
4628,8/13/2016 6:00,25.35,71.98,1006.83,88.44
4629,8/13/2016 7:00,6.22,38.68,1017.87,69.41
4630,8/13/2016 8:00,15.69,37.87,1021.18,84.38
4631,8/13/2016 9:00,21.44,60.32,1015.2,81.1
4632,8/13/2016 10:00,24.27,63.9,1013.5,61.09
4633,8/13/2016 11:00,21.55,60.27,1017.42,92.59
4634,8/13/2016 12:00,23.74,49.5,1013.2,49.51
4635,8/13/2016 13:00,11.94,44.2,1017.97,82.93
4636,8/13/2016 14:00,23.45,70.04,1010.99,79.2
4637,8/13/2016 15:00,17.36,44.63,1020.49,54.21
4638,8/13/2016 16:00,17.51,68.28,1004.36,94.87
4639,8/13/2016 17:00,22.23,46.93,1013.09,58.02
4640,8/13/2016 18:00,27.01,52.3,1007.78,60.38
4641,8/13/2016 19:00,19.96,39.53,1006.16,62.77
4642,8/13/2016 20:00,24.43,65.27,1013.25,55.4
4643,8/13/2016 21:00,24.26,61.02,1009.78,76.68
4644,8/13/2016 22:00,23.45,66.48,1003.66,75.83
4645,8/13/2016 23:00,15.95,42.24,1017.71,69.32
4646,8/14/2016 0:00,23.03,54.42,1014.42,74.98
4647,8/14/2016 1:00,15.47,48.98,1016.42,89.85
4648,8/14/2016 2:00,7.71,40.71,1021.53,95.48
4649,8/14/2016 3:00,14.27,41.48,1014.83,62.7
4650,8/14/2016 4:00,11.02,41.17,1018.18,86.86
4651,8/14/2016 5:00,23.25,72.99,1009.17,89.85
4652,8/14/2016 6:00,13.45,45.87,1008.42,87.74
4653,8/14/2016 7:00,12.87,39.3,1020.64,74.38
4654,8/14/2016 8:00,8.16,39.3,1019.39,85.38
4655,8/14/2016 9:00,27.93,73.68,1015.41,49.95
4656,8/14/2016 10:00,20.12,58.12,1015.47,79.38
4657,8/14/2016 11:00,16.5,39.72,1003.05,65.99
4658,8/14/2016 12:00,18.92,67.71,1008.19,64.53
4659,8/14/2016 13:00,26.04,74.67,1016.68,81.2
4660,8/14/2016 14:00,19.23,45.01,1012.24,72.91
4661,8/14/2016 15:00,31.11,74.87,1009.11,54.86
4662,8/14/2016 16:00,25.45,74.33,1015.53,80.95
4663,8/14/2016 17:00,14.56,25.88,1009.46,78.22
4664,8/14/2016 18:00,28.18,49.3,1003.97,55.56
4665,8/14/2016 19:00,21.9,57.76,1017.45,66.89
4666,8/14/2016 20:00,22.04,59.14,1017.34,84.75
4667,8/14/2016 21:00,29.83,71.98,1004.32,67.55
4668,8/14/2016 22:00,25.21,75.6,1017.19,69.84
4669,8/14/2016 23:00,31.11,71.8,1010.81,56.08
4670,8/15/2016 0:00,18.94,48.7,1008.5,94.83
4671,8/15/2016 1:00,23.34,59.44,1012.67,80.76
4672,8/15/2016 2:00,22.5,59.54,1007.99,93.63
4673,8/15/2016 3:00,32.38,77.24,1007.7,61.15
4674,8/15/2016 4:00,7.39,39.81,1019.45,85.02
4675,8/15/2016 5:00,21.84,59.39,1015.77,88.12
4676,8/15/2016 6:00,14.72,43.34,1013.07,85.61
4677,8/15/2016 7:00,24.67,49.5,1013.62,59.42
4678,8/15/2016 8:00,23.17,51.19,1009.5,76.15
4679,8/15/2016 9:00,19.66,59.87,1018.75,87.6
4680,8/15/2016 10:00,23.95,59.92,1010.15,86.37
4681,8/15/2016 11:00,31.07,64.96,1005.2,58.93
4682,8/15/2016 12:00,27.03,71.14,1010.33,66.25
4683,8/15/2016 13:00,10.96,37.5,1013.46,79.54
4684,8/15/2016 14:00,7.84,41.39,1018.21,91.92
4685,8/15/2016 15:00,31.3,67.17,1007.27,62.99
4686,8/15/2016 16:00,15.76,44.89,1010.33,85.06
4687,8/15/2016 17:00,23.09,45.01,1012.25,43.95
4688,8/15/2016 18:00,16.9,38.58,1014.09,70.11
4689,8/15/2016 19:00,17.98,59.15,1012.09,83.03
4690,8/15/2016 20:00,13.86,40.66,1017.15,83.82
4691,8/15/2016 21:00,15.47,46.48,1007.69,91.07
4692,8/15/2016 22:00,7.11,40.77,1022.4,90.95
4693,8/15/2016 23:00,29.52,77.24,1008.55,76.24
4694,8/16/2016 0:00,7.94,40.6,1015.3,92.14
4695,8/16/2016 1:00,29.7,57.35,1005.63,57.35
4696,8/16/2016 2:00,23.5,50.23,1017.51,75.15
4697,8/16/2016 3:00,20.03,60.77,1017.23,87.82
4698,8/16/2016 4:00,8.49,36.25,1029.7,84.41
4699,8/16/2016 5:00,12.48,40.67,1011.24,61.1
4700,8/16/2016 6:00,9.96,42.03,1017.78,82.39
4701,8/16/2016 7:00,16.64,44.9,1021.02,70.34
4702,8/16/2016 8:00,14.35,35.71,1016.1,60.86
4703,8/16/2016 9:00,9.07,40.67,1014.41,70.39
4704,8/16/2016 10:00,12.57,41.66,1009.11,70.74
4705,8/16/2016 11:00,9.32,37.73,1022.14,79.49
4706,8/16/2016 12:00,27.17,67.17,1006.76,81.59
4707,8/16/2016 13:00,24.48,50.23,1017.03,66.89
4708,8/16/2016 14:00,6.69,36.24,1013.35,91.09
4709,8/16/2016 15:00,14.89,39.58,1012.26,77.58
4710,8/16/2016 16:00,22.32,47.93,1004.07,86.95
4711,8/16/2016 17:00,7.64,39.85,1012.78,88.09
4712,8/16/2016 18:00,25.34,59.39,1014.02,73.58
4713,8/16/2016 19:00,6.05,42.85,1013.09,91.88
4714,8/16/2016 20:00,16.72,53.82,1015.46,66.9
4715,8/16/2016 21:00,20.82,52.84,1004.13,79.42
4716,8/16/2016 22:00,18.94,46.93,1010.22,75.45
4717,8/16/2016 23:00,22.72,69.84,1005.96,83.9
4718,8/17/2016 0:00,22.02,69.45,1013.84,75.75
4719,8/17/2016 1:00,15.67,38.62,1015.76,66.29
4720,8/17/2016 2:00,6.17,40.07,1013.7,58.99
4721,8/17/2016 3:00,20.14,46.33,1013.24,83.39
4722,8/17/2016 4:00,28.05,62.6,1017.01,46.46
4723,8/17/2016 5:00,9.77,41.44,1017.69,78.26
4724,8/17/2016 6:00,18.91,56.9,1006.98,84.07
4725,8/17/2016 7:00,15.55,43.02,1011.97,44.66
4726,8/17/2016 8:00,11.95,41.58,1015.83,89.35
4727,8/17/2016 9:00,15.33,37.2,1013.4,78.99
4728,8/17/2016 10:00,25.62,60.29,1017.81,51.24
4729,8/17/2016 11:00,26.75,56.57,1013.76,57.93
4730,8/17/2016 12:00,19.37,63.09,1018.79,81.52
4731,8/17/2016 13:00,10.32,41.46,1017.98,87.66
4732,8/17/2016 14:00,16.85,41.35,1006.14,79.21
4733,8/17/2016 15:00,12.42,43.8,1023.13,79.8
4734,8/17/2016 16:00,20.3,48.41,1007.48,89.66
4735,8/17/2016 17:00,14.1,42.74,1026.92,67.25
4736,8/17/2016 18:00,11.77,42.03,1017.63,79.35
4737,8/17/2016 19:00,26.16,59.87,1013.24,71.92
4738,8/17/2016 20:00,26.85,69.84,1002.84,81.31
4739,8/17/2016 21:00,12.86,40.6,1013.6,84.85
4740,8/17/2016 22:00,14.12,40.92,1022.46,73.28
4741,8/17/2016 23:00,12.87,39.3,1019.26,71.55
4742,8/18/2016 0:00,26.23,59.14,1016.98,75.54
4743,8/18/2016 1:00,10.63,40.67,1017.13,66.12
4744,8/18/2016 2:00,15.62,41.76,1023.82,66.17
4745,8/18/2016 3:00,25.95,73.77,1001.35,92.67
4746,8/18/2016 4:00,18.77,39.54,1009.39,63.35
4747,8/18/2016 5:00,10.22,45.01,1018.27,93.62
4748,8/18/2016 6:00,17.67,50.88,1015.64,90.55
4749,8/18/2016 7:00,20.89,70.32,1011.22,89.68
4750,8/18/2016 8:00,22.5,58.79,1017.48,73.02
4751,8/18/2016 9:00,32.45,68.3,1015.26,44.12
4752,8/18/2016 10:00,10.31,44.63,1020.55,88.62
4753,8/18/2016 11:00,20.08,63.09,1019,77.06
4754,8/18/2016 12:00,28.28,56.9,1006.38,64.99
4755,8/18/2016 13:00,8.4,38.5,1013.67,69.13
4756,8/18/2016 14:00,24.31,67.79,1010.64,76.15
4757,8/18/2016 15:00,7.53,41.16,1023.19,91.28
4758,8/18/2016 16:00,25.17,72.39,1001.69,90.51
4759,8/18/2016 17:00,6.9,40.62,1018.48,78.84
4760,8/18/2016 18:00,23.03,44.89,1010.26,59.85
4761,8/18/2016 19:00,13.17,38.91,1016.55,74.47
4762,8/18/2016 20:00,25.09,69.68,1012.18,91.33
4763,8/18/2016 21:00,19.13,40.79,1004.47,91.7
4764,8/18/2016 22:00,29.56,73.88,1005.77,66.45
4765,8/18/2016 23:00,31.93,70.4,1005.27,73.71
4766,8/19/2016 0:00,13.8,42.99,1007.16,67.28
4767,8/19/2016 1:00,27.61,49.16,1005.01,35.63
4768,8/19/2016 2:00,16.36,43.99,1021.34,85.13
4769,8/19/2016 3:00,27.27,72.24,1010.69,78.09
4770,8/19/2016 4:00,20.27,56.65,1020.75,67.12
